"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",10.9558426636394,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",11.0588357247507,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",11.9001113662102,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",11.4403932128824,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",10.6838466261177,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",9.98225578361934,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",10.2289556826639,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",9.81554758315499,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",9.05308993299287,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",8.98714512446329,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",9.58745855775757,"E"
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",9.94248172174946,"E"
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",10.2710116145832,"E"
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",11.051187019428,"E"
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",11.5636284282092,"E"
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",11.2434201914374,"E"
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",10.8981203107583,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",10.7200702567815,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",10.7207906066451,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",10.7940749726295,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",10.6994106219968,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",11.027774041225,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",11.3002651223032,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",11.2903534813565,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",11.2830196867471,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",11.155726103025,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",11.1150946034595,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",10.8859501240025,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",10.2804473668821,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",10.5944215126365,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",11.8281205984821,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",12.158734735087,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",12.1826944435347,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",12.108267558621,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",11.5547131168624,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",10.9895995784981,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",11.0623151750391,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",11.1916129361857,
"SVN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",10.9302737802934,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1970",9.49788961807596,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1971",10.1350682903698,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1972",10.6159618461126,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1973",10.5618345284946,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1974",11.030444031012,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1975",11.8879464830995,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1976",11.9272105202441,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1977",12.2728342019398,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1978",12.5380964448988,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1979",12.867350426256,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",12.8886024682314,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",12.9675556837854,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",13.2808490898135,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",13.0764153711613,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",12.4153931970779,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",12.6191013311453,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",12.7066938174008,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",13.2470794732373,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",12.8445745237474,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",12.4505424321401,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",12.3208139111954,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",12.5760214920643,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",13.2235845482034,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",13.4168475993123,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",13.2734506149198,"E"
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",13.1450142164851,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",12.5565469713457,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",12.4076673368632,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",12.4576776271573,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",12.3761797934959,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",12.4544531390001,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",12.7902946993137,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",13.6729078076454,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",14.2220315516468,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",14.1808020616453,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",14.1342172475825,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",15.3423340506992,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",15.368154141835,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",15.4818154567845,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",17.2755672634042,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",17.7326822979817,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",17.5675280883328,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",17.7611085416392,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",17.4498798570094,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",17.3518375126571,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",16.8889346210479,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",16.5483378674275,
"NLD","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",16.3380132637223,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1970",6.95633929490191,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1971",7.49942839774401,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1972",7.81201117472683,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1973",8.21551886592807,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1974",8.9998684486602,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1975",9.76640787826224,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1976",9.75312918534616,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1977",9.85111603836024,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1978",9.88101124581692,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1979",9.86508261995061,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",10.119828670017,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",10.3492539770551,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",10.1179195788882,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",9.99722916664197,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",10.0967103944936,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",10.0952399866648,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",10.0398151637493,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",10.128623149113,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",10.1495303352716,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",9.47083986734384,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",9.39856617154266,"E"
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",10.5024053677681,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",10.9355165986362,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",10.928026078751,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",11.103595605068,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",11.3632246376812,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",11.609960961834,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",11.3858542313773,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",11.264226574771,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",11.2701464491883,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",11.3187462201391,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",11.3604605821501,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",11.509715791046,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",11.6802097221722,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",11.296077723265,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",11.3872204306216,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",11.1873811762248,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",11.0198429908922,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",11.2426319610889,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",12.387573772091,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",12.2042898227173,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",11.9758279321673,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",11.9689224366086,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",12.2967617753623,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",12.3965915626202,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",12.5709281501938,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",12.714138776802,
"DEU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",12.6795510993672,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",7.95103734933253,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",8.10926338047166,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",8.20679175750842,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",8.38545756129852,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",8.50970041232252,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",8.83104494351055,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",9.23692988802327,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",9.36684299937499,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",9.63603190138239,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",9.26269722936877,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",10.247208519997,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",10.0164754809664,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",10.1582034458079,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",10.4860149189197,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",11.3844130281558,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",10.8968817585198,
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",10.8843088945611,"E"
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",10.4230477197019,"E"
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",9.25676196969468,"E"
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",8.6881174196283,"E"
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",8.66020166752178,"E"
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",8.64059919802323,"E"
"GRC","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",8.62681640349859,"E"
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",11.8205708126249,"E"
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",11.489929186223,"E"
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",9.23302655744618,"E"
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",9.83101285955969,"E"
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",10.6368879045243,"E"
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",10.2079678678204,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",10.0589438070506,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",9.88392959705931,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",9.70737364009972,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",9.68004612879763,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",9.55390723600515,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",9.60367307827835,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",10.7275238622278,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",11.1179192010196,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",10.7872666406308,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",10.2437080599866,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",9.89000790822587,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",9.58981197708299,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",9.56547734571336,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",10.504988157721,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",10.491174178491,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",10.5760265559014,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",10.5711158271411,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",10.6830484552947,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",10.5309276832965,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",10.1771776430697,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",10.1744340906755,
"CZE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",10.4034378897278,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",11.5252074277699,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",11.6499679049359,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",11.9397782267361,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",12.1592268850323,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",12.0579516667959,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",12.2073994197526,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",12.1669109061553,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",12.0437632300578,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",12.342194941559,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",13.3959585944345,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",13.295008234705,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",13.0542263119447,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",13.045873189883,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",13.1250552965404,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",13.1220443551342,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",12.9882844412177,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",12.970185172589,
"EA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",12.8572410275419,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1970",5.79581070078187,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1971",6.07308802247018,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1972",6.1876222758176,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1973",6.06910928501577,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1974",6.31261762949333,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1975",6.60961452949602,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1976",6.39865955612177,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1977",6.27367565201675,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1978",6.00661299829286,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1979",5.87570280186145,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",5.92830056192042,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",5.71436357271791,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",5.83157323891156,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",5.6948020374164,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",5.54765234577336,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",5.57678247622238,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",5.64267437591977,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",5.68738518222083,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",5.68021461253022,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",5.75899576028604,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",5.94888043308662,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",6.11501248047673,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",6.1256412958025,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",6.07974770880272,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",6.0400054455239,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",6.0424670474918,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",5.94322659400674,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",5.86820955762986,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",5.89453402115573,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",5.93916604144825,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",6.03795570133301,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",6.2659803062073,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",6.36418409486884,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",6.34757577100204,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",6.26995368119471,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",6.21895096934211,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",6.19240715571604,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",6.27845155648695,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",6.53325503774752,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",6.79042390600177,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",6.67000526316774,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",6.46669342281952,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",6.26754955297889,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",6.20446721529265,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",6.13842954590042,
"USA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",6.09000947755149,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",11.3222247093413,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",11.5048793375726,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",11.8619736576414,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",12.1475824816444,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",12.1004573840423,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",12.2228141843353,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",12.2198785183873,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",12.0830707850064,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",12.3972519427321,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",13.4502030177803,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",13.3481748351847,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",13.0914502269837,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",13.0804665640441,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",13.0888392896596,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",13.0572153776383,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",12.9092607606095,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",12.9117196836628,
"EU","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",12.7615170272474,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",10.8199645487345,"E"
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",10.7183796004062,"E"
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",11.2982705773342,"E"
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",11.4054596543729,"E"
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",11.2895310024668,"E"
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",11.0378746077447,"E"
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",10.3625906760632,"E"
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",9.61285235873011,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",9.79650954887891,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",10.020560265397,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",9.91722145188087,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",10.0440190616719,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",10.2977059894229,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",10.6964391601384,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",10.822382798202,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",10.8980336369289,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",10.9924123287627,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",11.3710210370971,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",11.4355855257184,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",11.2213917075497,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",11.4211873069572,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",12.1367304768589,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",11.9746502758311,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",11.4401981260156,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",11.4255252546854,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",11.4308302927504,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",11.3690903691836,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",11.133336395134,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",11.0626259073674,
"ITA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",10.9675108785442,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",8.72069379770087,"E"
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",8.67037682744641,"E"
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",8.20938354056551,"E"
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",8.23047552027548,"E"
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",8.3362017007368,"E"
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",7.84227826727747,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",7.90078451288545,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",7.81879439012331,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",7.72056033131486,
