,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
503,2/1/2008,Over Her Dead Body,10000000,7570127,21596074
504,10/24/2001,Bones,10000000,7316658,8378853
505,6/22/2012,Seeking a Friend for the End of the World,10000000,7078738,11766959
506,12/1/2006,Turistas,10000000,7027762,14321070
507,11/11/2016,Shut In,10000000,6900335,11361962
508,2/11/2011,Cedar Rapids,10000000,6861102,7862131
509,11/30/2012,The Collection,10000000,6810754,8890094
510,10/30/1998,American History X,10000000,6719864,6719864
511,1/16/2004,Teacher's Pet: The Movie,10000000,6491969,6491969
512,10/15/1999,The Straight Story,10000000,6197866,6197866
513,5/3/2002,Deuces Wild,10000000,6044618,6244618
514,3/28/2008,"Run, Fatboy, Run",10000000,6003262,33512260
515,12/18/1981,Heartbeeps,10000000,6000000,6000000
516,3/20/2015,Danny Collins,10000000,5637066,7501132
517,7/4/2007,Rescue Dawn,10000000,5490423,7037886
518,4/5/2000,Black and White,10000000,5241315,5241315
519,6/18/2010,Io sono lâamore,10000000,5005465,15132211
520,10/26/2001,On the Line,10000000,4365455,4690802
521,6/15/2018,Gotti,10000000,4286367,4286367
522,3/16/2012,"Jeff, Who Lives at Home",10000000,4269426,4708127
523,3/30/2016,Everybody Wants Some,10000000,3400278,5437126
524,10/4/1996,Crash,10000000,3357324,3357324
525,10/12/2012,Atlas Shrugged: Part II,10000000,3336053,3336053
526,2/4/1994,Romeo Is Bleeding,10000000,3275585,3275585
527,10/8/1999,The Limey,10000000,3193102,6030047
528,11/14/2014,Rosewater,10000000,3128941,3168858
529,12/22/2000,The House of Mirth,10000000,3041803,5149131
530,5/1/1987,Malone,10000000,3000000,3000000
531,6/2/2006,Peaceful Warrior,10000000,2893666,3260179
532,9/9/2011,Bucky Larson: Born to Be a Star,10000000,2529395,2529395
533,10/6/2000,Bamboozled,10000000,2185266,2373937
534,2/11/1981,Sphinx,10000000,2000000,11400000
535,5/3/2013,The Iceman,10000000,1930282,3623609
536,4/21/2017,Free Fire,10000000,1799322,3793739
537,6/24/2011,A Better Life,10000000,1759252,1884251
538,2/28/2003,Spider,10000000,1641788,1641788
539,2/4/2000,Gun Shy,10000000,1638202,1638202
540,12/27/2002,Nicholas Nickleby,10000000,1562800,1562800
541,4/16/2010,The Joneses,10000000,1475746,3541565
542,6/23/2006,Krrish,10000000,1430721,32430721
543,7/27/2012,Killer Joe,10000000,1291645,4659110
544,8/11/2000,Cecil B. Demented,10000000,1276984,1953882
545,3/21/2014,50 to 1,10000000,1069454,1069454
546,5/2/2003,Owning Mahowny,10000000,1011054,1011054
547,10/19/2007,The Ten Commandments,10000000,952820,1051907
548,9/7/2007,The Brothers Solomon,10000000,900926,900926
549,4/4/2008,My Blueberry Nights,10000000,866778,22198996
550,8/6/1999,Illuminata,10000000,836641,836641
551,1/20/2012,Coriolanus,10000000,749641,1049641
552,10/4/2013,Parkland,10000000,641439,1616353
553,10/11/2002,Swept Away,10000000,598645,598645
554,5/23/2008,"War, Inc.",10000000,580862,1299855
555,4/2/2004,Shaolin Soccer,10000000,488872,42776032
556,8/27/2004,The Brown Bunny,10000000,366301,630427
557,9/14/2007,King of California,10000000,268461,1165102
